tconst,titleType,primaryTitle,originalTitle,averageRating,numVotes,score,rank,ordering,nconst,category,job,characters
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,3,nm1567113,actress,\N,"[\"Murph\"]"
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,4,nm3237775,actress,\N,"[\"Murph (10 Yrs.)\"]"
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,7,nm0643553,producer,producer,\N
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,8,nm0858799,producer,producer,\N
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,9,nm0001877,composer,\N,\N
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,1,nm0000190,actor,\N,"[\"Cooper\"]"
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,5,nm0634240,director,\N,\N
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,6,nm0634300,writer,written by,\N
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,2,nm0004266,actress,\N,"[\"Brand\"]"
tt0816692,movie,Interstellar,Interstellar,8.7,1701961,1.48070607E7,11,10,nm0887227,cinematographer,director of photography,\N
